order_id,order_date,category,order_value_inr
OD101439,2023-08-19 23:06:49,Home & Kitchen,3010.13
OD100535,2023-08-20 16:13:12,Mobiles,614.33
OD100041,2023-08-21 02:15:25,Electronics,621.5
OD100504,2023-08-21 07:53:26,Beauty,6261.17
OD100952,2023-08-21 12:06:05,Mobiles,2794.24
OD101028,2023-08-21 18:40:33,Fashion,3782.27
OD100708,2023-08-21 23:53:33,Fashion,4770.87
OD100263,2023-08-22 01:40:27,Home & Kitchen,4254.96
OD101412,2023-08-22 04:19:14,Beauty,8565.56
OD100533,2023-08-22 06:06:13,Electronics,1938.1
OD101466,2023-08-22 06:36:34,Fashion,1148.0
OD100058,2023-08-22 08:47:55,Mobiles,620.17
OD100057,2023-08-22 17:24:40,Mobiles,3517.14
OD100430,2023-08-22 23:30:34,Mobiles,946.69
OD100335,2023-08-23 01:23:12,Mobiles,309.93
OD101082,2023-08-23 06:22:47,Electronics,3300.19
OD100967,2023-08-23 06:40:58,Mobiles,4233.67
OD101054,2023-08-23 07:29:42,Home & Kitchen,1681.81
OD100640,2023-08-23 17:17:26,Electronics,2490.31
OD100349,2023-08-23 17:48:09,Home & Kitchen,8153.78
OD100226,2023-08-24 09:28:56,Beauty,1409.71
OD100160,2023-08-24 20:58:15,Mobiles,2759.32
OD100773,2023-08-25 02:19:57,Electronics,3364.8
OD101264,2023-08-25 15:28:02,Fashion,4619.29
OD100370,2023-08-25 17:02:11,Fashion,2935.3
OD100856,2023-08-25 20:05:17,Fashion,1693.8
OD100878,2023-08-25 22:26:32,Fashion,812.4
OD101205,2023-08-26 05:48:00,Beauty,15028.41
OD100155,2023-08-26 13:16:45,Mobiles,2338.47
OD100095,2023-08-26 19:22:11,Home & Kitchen,1706.62
OD100276,2023-08-26 23:08:11,Mobiles,1916.74
OD101122,2023-08-27 01:31:37,Fashion,335.21
OD100438,2023-08-27 05:45:04,Fashion,4144.0
OD100561,2023-08-27 22:38:36,Mobiles,390.71
OD100323,2023-08-28 06:47:26,Home & Kitchen,4187.94
OD100084,2023-08-28 10:30:13,Electronics,5171.13
OD101370,2023-08-28 14:41:38,Mobiles,736.91
OD100737,2023-08-29 03:06:57,Fashion,1112.82
OD101165,2023-08-29 06:36:44,Home & Kitchen,2825.09
OD100944,2023-08-29 14:28:48,Electronics,1699.67
OD100881,2023-08-29 21:18:29,Mobiles,4505.71
OD100942,2023-08-29 21:56:32,Fashion,2333.78
OD100445,2023-08-29 23:03:12,Home & Kitchen,843.87
OD100069,2023-08-30 03:08:54,Mobiles,627.13
OD100596,2023-08-30 04:56:14,Fashion,2957.0
OD100436,2023-08-30 16:03:58,Mobiles,8211.73
OD100741,2023-08-30 21:24:39,Mobiles,473.72
OD100383,2023-08-30 22:01:55,Beauty,1077.55
OD100156,2023-08-31 03:07:03,Beauty,1365.51
OD101126,2023-08-31 05:11:32,Fashion,398.29
OD100555,2023-08-31 18:16:11,Fashion,830.72
OD101327,2023-08-31 18:53:27,Beauty,1017.1
OD100805,2023-09-01 04:00:22,Mobiles,6448.52
OD101139,2023-09-01 07:47:45,Mobiles,948.76
OD100774,2023-09-01 07:50:54,Mobiles,2653.07
OD100541,2023-09-01 08:52:09,Mobiles,3877.31
OD100761,2023-09-01 11:49:14,Home & Kitchen,495.48
OD101075,2023-09-01 12:58:30,Fashion,1067.47
OD100224,2023-09-01 14:28:06,Mobiles,659.93
OD100004,2023-09-02 00:03:08,Mobiles,2420.86
OD100389,2023-09-02 06:26:32,Electronics,631.02
OD101487,2023-09-02 06:30:35,Mobiles,4334.88
OD100324,2023-09-02 09:00:03,Beauty,5860.1
OD100496,2023-09-02 13:32:23,Electronics,1050.22
OD100382,2023-09-02 20:39:03,Fashion,2112.46
OD100604,2023-09-02 21:32:28,Mobiles,3925.25
OD100658,2023-09-02 22:32:32,Beauty,3264.29
OD100880,2023-09-03 04:50:40,Fashion,5635.13
OD100246,2023-09-03 08:54:56,Electronics,2676.23
OD101496,2023-09-03 09:22:03,Fashion,3655.81
OD100013,2023-09-03 22:41:27,Beauty,2069.21
OD101316,2023-09-03 23:49:52,Home & Kitchen,4294.41
OD100316,2023-09-04 08:04:35,Fashion,3675.39
OD100945,2023-09-04 09:35:48,Home & Kitchen,2245.25
OD100374,2023-09-04 10:38:24,Beauty,1555.86
OD100015,2023-09-04 12:54:45,Mobiles,1999.81
OD101419,2023-09-04 16:42:54,Home & Kitchen,1337.68
OD100206,2023-09-05 02:58:29,Electronics,8110.59
OD100971,2023-09-06 19:20:23,Fashion,2774.02
OD100037,2023-09-06 19:49:15,Fashion,602.97
OD100105,2023-09-07 10:29:59,Mobiles,1616.51
OD101035,2023-09-08 03:12:53,Electronics,764.47
OD100466,2023-09-08 05:30:27,Fashion,1783.04
OD100948,2023-09-08 17:20:27,Fashion,769.93
OD100366,2023-09-08 19:18:42,Electronics,3130.56
OD101041,2023-09-08 19:21:28,Beauty,2572.01
OD100994,2023-09-08 20:46:46,Electronics,5545.06
OD100896,2023-09-09 04:43:39,Mobiles,1288.07
OD100844,2023-09-09 08:16:59,Home & Kitchen,6637.39
OD100266,2023-09-09 14:00:33,Fashion,488.24
OD100390,2023-09-09 14:42:36,Mobiles,1633.56
OD101065,2023-09-09 18:17:22,Mobiles,3246.05
OD101270,2023-09-09 22:24:23,Mobiles,3049.63
OD100072,2023-09-10 00:38:31,Beauty,3564.69
OD100286,2023-09-10 10:00:11,Home & Kitchen,1790.64
OD100734,2023-09-10 18:56:34,Electronics,1653.65
OD100406,2023-09-10 21:16:04,Fashion,341.73
OD100386,2023-09-11 06:53:35,Beauty,1490.44
OD100919,2023-09-11 11:19:59,Mobiles,750.66
OD101123,2023-09-11 11:25:38,Electronics,3912.55
OD100564,2023-09-11 17:11:57,Mobiles,1128.88
OD100846,2023-09-11 17:53:22,Electronics,2231.27
OD100961,2023-09-12 05:18:16,Mobiles,1542.37
OD100203,2023-09-12 06:59:18,Mobiles,4692.67
OD101342,2023-09-12 10:20:13,Home & Kitchen,880.54
OD100902,2023-09-12 14:50:32,Fashion,1545.96
OD100679,2023-09-12 21:48:16,Home & Kitchen,4864.84
OD100337,2023-09-12 22:57:31,Electronics,3420.08
OD100108,2023-09-13 03:26:36,Home & Kitchen,2626.11
OD101433,2023-09-13 05:37:30,Electronics,706.69
OD101130,2023-09-13 06:52:44,Fashion,2748.5
OD101343,2023-09-13 08:22:54,Home & Kitchen,979.0
OD101047,2023-09-13 08:58:54,Beauty,1904.76
OD100186,2023-09-13 10:35:11,Mobiles,701.76
OD101128,2023-09-14 03:34:51,Mobiles,2714.84
OD100780,2023-09-14 11:25:03,Electronics,578.86
OD101008,2023-09-14 12:50:24,Home & Kitchen,1377.96
OD100673,2023-09-14 14:07:19,Electronics,1496.18
OD100169,2023-09-14 16:40:34,Electronics,1555.89
OD100086,2023-09-14 20:25:25,Mobiles,1708.62
OD100512,2023-09-15 17:46:46,Home & Kitchen,3466.56
OD100053,2023-09-15 20:02:16,Mobiles,2826.16
OD100283,2023-09-15 20:12:02,Home & Kitchen,626.89
OD101328,2023-09-15 20:16:01,Electronics,1062.76
OD100113,2023-09-16 00:53:45,Electronics,3213.08
OD100923,2023-09-16 04:09:59,Mobiles,2107.67
OD100085,2023-09-16 12:13:55,Mobiles,6510.32
OD100577,2023-09-16 20:29:50,Mobiles,4088.48
OD100279,2023-09-16 22:32:04,Fashion,9954.83
OD100102,2023-09-16 22:53:47,Mobiles,2831.71
OD101117,2023-09-17 01:43:30,Fashion,4127.16
OD101213,2023-09-17 11:38:00,Mobiles,1319.97
OD101341,2023-09-17 19:59:30,Mobiles,1160.38
OD101446,2023-09-18 01:14:52,Beauty,442.03
OD101010,2023-09-18 01:35:09,Mobiles,476.97
OD100233,2023-09-18 02:58:05,Mobiles,3122.87
OD100884,2023-09-18 04:42:33,Beauty,1152.37
OD100447,2023-09-18 06:24:16,Home & Kitchen,2733.89
OD101470,2023-09-18 13:26:49,Electronics,1721.21
OD100872,2023-09-18 16:03:24,Home & Kitchen,1616.69
OD100756,2023-09-19 02:19:41,Home & Kitchen,1146.3
OD101479,2023-09-19 19:31:49,Electronics,4599.66
OD100795,2023-09-19 21:41:00,Mobiles,1572.05
OD100538,2023-09-20 09:22:05,Electronics,6598.71
OD101472,2023-09-20 10:31:54,Fashion,608.9
OD101179,2023-09-20 15:23:24,Mobiles,8404.37
OD100539,2023-09-21 00:42:36,Mobiles,12796.39
OD101236,2023-09-21 01:53:29,Beauty,1188.49
OD100674,2023-09-21 03:12:11,Electronics,743.93
OD100775,2023-09-21 04:45:51,Electronics,1237.22
OD101278,2023-09-21 11:09:02,Home & Kitchen,1459.92
OD100120,2023-09-22 13:22:22,Beauty,398.44
OD100949,2023-09-23 02:05:35,Mobiles,2032.43
OD101168,2023-09-23 11:38:22,Electronics,3352.13
OD100174,2023-09-23 13:28:30,Beauty,8611.59
OD101045,2023-09-23 17:02:38,Fashion,2800.84
OD100995,2023-09-23 19:39:49,Fashion,1532.3
OD100769,2023-09-23 21:48:59,Electronics,337.07
OD100201,2023-09-24 03:03:40,Beauty,10173.23
OD100675,2023-09-24 07:39:29,Home & Kitchen,4155.85
OD100834,2023-09-24 10:41:25,Fashion,4627.79
OD100159,2023-09-24 11:04:11,Fashion,1766.66
OD100080,2023-09-24 12:24:35,Electronics,4188.57
OD100845,2023-09-25 05:29:02,Fashion,2494.37
OD100379,2023-09-25 09:03:03,Home & Kitchen,1445.32
OD100467,2023-09-25 18:13:18,Mobiles,659.47
OD100714,2023-09-25 22:56:57,Electronics,1146.9
OD100257,2023-09-26 08:52:03,Beauty,486.66
OD100000,2023-09-26 12:36:44,Electronics,392.53
OD100251,2023-09-26 22:01:50,Home & Kitchen,1605.85
OD101114,2023-09-26 23:49:44,Home & Kitchen,647.39
OD100598,2023-09-27 01:11:59,Home & Kitchen,5515.33
OD100766,2023-09-27 06:07:56,Mobiles,2742.08
OD101394,2023-09-27 12:33:26,Beauty,2158.71
OD100634,2023-09-27 14:52:59,Fashion,3003.49
OD100506,2023-09-27 17:20:34,Fashion,8354.68
OD100474,2023-09-27 22:32:31,Home & Kitchen,1101.94
OD100002,2023-09-27 23:57:30,Beauty,1333.48
OD100907,2023-09-27 23:58:06,Fashion,3123.8
OD101180,2023-09-28 02:03:57,Fashion,2218.33
OD100364,2023-09-28 02:50:16,Mobiles,5602.93
OD100055,2023-09-29 01:02:09,Mobiles,2669.57
OD100930,2023-09-29 05:07:19,Beauty,1392.44
OD100606,2023-09-29 07:45:04,Electronics,1646.06
OD100365,2023-09-29 09:31:14,Fashion,906.54
OD101303,2023-09-29 12:12:30,Beauty,679.62
OD100225,2023-09-29 17:33:15,Beauty,1188.53
OD100207,2023-09-29 19:23:07,Home & Kitchen,858.34
OD100115,2023-09-30 00:03:07,Electronics,1960.84
OD100412,2023-09-30 02:01:42,Beauty,1166.9
OD100798,2023-10-01 07:37:29,Electronics,3089.37
OD100475,2023-10-01 09:00:01,Home & Kitchen,4411.22
OD100227,2023-10-01 13:53:42,Beauty,4378.68
OD101427,2023-10-01 15:51:56,Mobiles,1464.06
OD100826,2023-10-02 02:04:12,Beauty,1834.57
OD100235,2023-10-02 03:22:27,Mobiles,1171.54
OD100400,2023-10-02 08:47:36,Beauty,1233.42
OD100130,2023-10-02 12:08:55,Fashion,8103.31
OD100933,2023-10-02 22:52:33,Fashion,2129.89
OD100456,2023-10-02 23:04:27,Mobiles,1357.53
OD100749,2023-10-03 02:01:58,Home & Kitchen,1672.61
OD100614,2023-10-03 06:34:30,Mobiles,302.69
OD100568,2023-10-03 10:10:47,Mobiles,2468.28
OD100616,2023-10-03 13:38:19,Mobiles,8815.44
OD101099,2023-10-03 22:23:46,Electronics,4662.37
OD100199,2023-10-03 22:46:02,Beauty,2451.61
OD100637,2023-10-03 23:42:17,Mobiles,3387.84
OD100270,2023-10-04 00:58:31,Mobiles,1123.75
OD100727,2023-10-04 14:45:29,Fashion,444.62
OD100989,2023-10-04 23:29:44,Electronics,1525.85
OD101486,2023-10-05 03:32:58,Mobiles,4678.68
OD100918,2023-10-05 06:06:01,Beauty,611.64
OD100011,2023-10-05 13:30:28,Fashion,601.14
OD101324,2023-10-05 15:26:35,Fashion,921.77
OD101340,2023-10-05 22:13:10,Electronics,401.21
OD101070,2023-10-06 06:36:16,Mobiles,1084.11
OD101488,2023-10-06 11:56:09,Mobiles,574.81
OD100350,2023-10-06 16:01:51,Electronics,2033.87
OD101190,2023-10-06 20:24:12,Fashion,432.47
OD100732,2023-10-06 23:27:30,Fashion,2800.1
OD100926,2023-10-07 05:49:45,Mobiles,347.29
OD101098,2023-10-07 15:44:10,Electronics,14203.19
OD100485,2023-10-07 23:30:39,Electronics,10232.75
OD100271,2023-10-08 05:08:32,Fashion,4366.51
OD100936,2023-10-08 14:31:04,Fashion,447.66
OD100138,2023-10-08 15:09:20,Mobiles,1532.62
OD100317,2023-10-08 16:25:31,Electronics,1249.48
OD101398,2023-10-08 20:56:56,Fashion,375.42
OD100817,2023-10-09 04:37:32,Fashion,854.58
OD100179,2023-10-09 15:49:34,Electronics,649.03
OD100487,2023-10-10 07:08:05,Fashion,5105.69
OD101274,2023-10-10 15:33:39,Fashion,2229.6
OD100318,2023-10-10 19:40:42,Electronics,567.66
OD100557,2023-10-11 11:54:44,Fashion,567.42
OD100461,2023-10-12 05:01:40,Mobiles,3374.12
OD100505,2023-10-12 06:15:53,Mobiles,7491.72
OD101066,2023-10-12 09:39:10,Fashion,1065.52
OD100109,2023-10-12 13:02:09,Home & Kitchen,1432.73
OD100431,2023-10-13 18:35:13,Beauty,1006.91
OD100782,2023-10-14 15:52:36,Fashion,7538.1
OD101097,2023-10-14 20:37:03,Electronics,6079.6
OD100500,2023-10-15 14:57:57,Mobiles,2733.42
OD100484,2023-10-16 00:10:25,Electronics,4938.14
OD100416,2023-10-16 17:55:44,Home & Kitchen,1461.0
OD101269,2023-10-17 02:53:23,Mobiles,2433.98
OD100048,2023-10-17 13:58:16,Fashion,3059.87
OD100549,2023-10-17 22:21:30,Fashion,4171.61
OD101222,2023-10-19 03:07:26,Electronics,890.82
OD100992,2023-10-19 06:37:08,Fashion,867.73
OD100625,2023-10-19 09:07:39,Mobiles,4541.66
OD100107,2023-10-19 12:57:51,Fashion,3125.19
OD100974,2023-10-19 14:12:16,Home & Kitchen,324.07
OD100905,2023-10-19 21:05:52,Fashion,837.75
OD100953,2023-10-20 16:30:26,Fashion,2199.91
OD101491,2023-10-20 17:28:29,Fashion,614.92
OD100460,2023-10-20 18:59:57,Fashion,5820.4
OD100981,2023-10-20 20:04:14,Mobiles,1313.77
OD101363,2023-10-20 20:34:07,Electronics,2081.63
OD101006,2023-10-21 03:51:37,Mobiles,1267.43
OD101073,2023-10-22 04:11:39,Home & Kitchen,916.04
OD100554,2023-10-22 04:21:15,Electronics,986.4
OD101310,2023-10-22 13:03:06,Beauty,1140.16
OD100623,2023-10-23 09:17:16,Fashion,1282.7
OD100502,2023-10-23 12:37:58,Electronics,826.13
OD100340,2023-10-23 14:35:29,Fashion,3877.62
OD100378,2023-10-23 15:38:24,Fashion,1146.12
OD101476,2023-10-23 18:22:53,Electronics,3600.27
OD100840,2023-10-23 20:06:04,Mobiles,3646.74
OD100776,2023-10-24 04:42:27,Home & Kitchen,1089.53
OD101027,2023-10-25 03:39:37,Electronics,4106.69
OD100824,2023-10-25 06:12:17,Mobiles,1010.08
OD100815,2023-10-25 08:34:14,Fashion,3428.87
OD101250,2023-10-25 08:35:17,Electronics,1955.73
OD100050,2023-10-25 09:13:22,Beauty,1422.23
OD101272,2023-10-25 12:41:41,Fashion,5253.93
OD100611,2023-10-25 12:51:16,Electronics,1205.73
OD101237,2023-10-25 21:35:59,Electronics,960.56
OD101094,2023-10-26 13:11:25,Fashion,6003.98
OD101087,2023-10-26 19:07:03,Mobiles,384.64
OD101331,2023-10-26 20:55:26,Home & Kitchen,4231.7
OD101100,2023-10-26 22:17:18,Mobiles,4957.75
OD101107,2023-10-26 23:47:01,Electronics,3746.64
OD100377,2023-10-27 00:07:38,Electronics,5822.08
OD101494,2023-10-27 00:48:32,Mobiles,473.0
OD100289,2023-10-27 03:51:33,Electronics,485.2
OD100730,2023-10-27 06:28:39,Fashion,2865.2
OD100820,2023-10-27 14:00:40,Electronics,333.6
OD101241,2023-10-29 06:05:46,Mobiles,3101.1
OD100175,2023-10-29 15:47:25,Electronics,6303.76
OD100372,2023-10-29 18:32:21,Mobiles,1247.13
OD101163,2023-10-29 20:24:16,Mobiles,1103.95
OD101221,2023-10-29 23:08:19,Mobiles,483.21
OD100560,2023-10-30 12:22:29,Fashion,398.27
OD100545,2023-10-31 03:25:39,Home & Kitchen,6564.62
OD101309,2023-10-31 10:18:37,Home & Kitchen,4666.6
OD100148,2023-10-31 18:15:35,Mobiles,1199.03
OD100452,2023-11-01 08:49:49,Electronics,2825.19
OD100575,2023-11-01 09:51:12,Home & Kitchen,5876.02
OD100009,2023-11-01 10:04:58,Beauty,526.8
OD100733,2023-11-01 17:32:32,Fashion,853.71
OD101277,2023-11-01 19:54:43,Home & Kitchen,5806.29
OD100429,2023-11-02 03:40:10,Fashion,468.88
OD101261,2023-11-02 05:48:38,Electronics,513.64
OD101443,2023-11-02 10:22:24,Home & Kitchen,6166.9
OD100758,2023-11-02 11:13:51,Mobiles,8946.38
OD101083,2023-11-02 21:54:24,Electronics,1447.54
OD100968,2023-11-03 00:35:56,Fashion,477.86
OD100520,2023-11-03 03:45:49,Electronics,329.44
OD101115,2023-11-03 09:13:38,Beauty,355.7
OD100103,2023-11-03 10:52:40,Mobiles,1340.08
OD101069,2023-11-04 01:25:57,Mobiles,1279.8
OD100985,2023-11-04 06:43:38,Fashion,5126.11
OD100912,2023-11-04 16:08:21,Electronics,2656.53
OD101366,2023-11-05 10:37:28,Home & Kitchen,387.84
OD100507,2023-11-05 13:10:09,Electronics,2141.54
OD100039,2023-11-05 15:26:06,Beauty,1822.1
OD100353,2023-11-05 20:29:47,Electronics,884.77
OD101416,2023-11-06 01:53:45,Beauty,2735.72
OD101081,2023-11-06 06:54:01,Mobiles,530.34
OD100928,2023-11-06 08:45:23,Mobiles,5836.71
OD101167,2023-11-06 09:54:22,Electronics,793.16
OD100007,2023-11-06 10:37:10,Fashion,7010.58
OD100492,2023-11-06 14:23:37,Mobiles,13456.03
OD100098,2023-11-06 14:37:02,Mobiles,1360.15
OD100762,2023-11-06 22:30:42,Beauty,7860.52
OD100652,2023-11-07 06:24:33,Electronics,7053.85
OD101037,2023-11-07 17:06:12,Home & Kitchen,5826.51
OD100003,2023-11-07 20:42:47,Electronics,4355.13
OD101218,2023-11-07 22:08:44,Fashion,7249.15
OD101462,2023-11-08 00:51:56,Fashion,4742.89
OD100297,2023-11-08 10:08:37,Mobiles,684.43
OD100131,2023-11-08 13:12:30,Electronics,1241.07
OD100079,2023-11-08 19:07:19,Electronics,1213.34
OD100147,2023-11-09 14:33:44,Mobiles,1750.52
OD100154,2023-11-09 22:00:54,Electronics,8783.37
OD101432,2023-11-10 06:08:36,Mobiles,2559.98
OD101490,2023-11-10 08:35:51,Fashion,1857.97
OD100459,2023-11-10 15:06:24,Mobiles,1886.14
OD101368,2023-11-10 21:52:13,Beauty,1740.43
OD101280,2023-11-11 00:40:21,Fashion,1979.39
OD100943,2023-11-11 11:13:12,Home & Kitchen,1642.67
OD100432,2023-11-11 14:05:08,Fashion,1953.49
OD100183,2023-11-11 14:42:20,Fashion,1105.61
OD100551,2023-11-12 02:24:36,Beauty,2374.71
OD100089,2023-11-12 12:35:29,Electronics,1458.75
OD101146,2023-11-12 19:31:37,Electronics,13882.12
OD100950,2023-11-13 12:03:40,Mobiles,1626.39
OD100735,2023-11-13 12:56:15,Electronics,3774.15
OD101282,2023-11-13 20:13:17,Home & Kitchen,1994.99
OD101262,2023-11-13 23:30:16,Fashion,1837.54
OD100916,2023-11-14 08:15:52,Fashion,3259.01
OD100763,2023-11-14 14:35:28,Fashion,1181.03
OD101157,2023-11-14 16:07:24,Beauty,7404.04
OD100547,2023-11-14 16:10:54,Electronics,2450.68
OD101153,2023-11-14 16:54:53,Mobiles,1815.34
OD100665,2023-11-14 17:28:47,Mobiles,1321.22
OD101162,2023-11-14 17:57:27,Home & Kitchen,2913.85
OD100495,2023-11-14 19:52:48,Electronics,2406.25
OD101302,2023-11-15 06:30:35,Fashion,3008.31
OD100184,2023-11-15 11:29:54,Home & Kitchen,5539.77
OD101325,2023-11-16 00:55:29,Beauty,914.41
OD100045,2023-11-16 05:40:06,Mobiles,507.94
OD100373,2023-11-17 00:53:11,Electronics,2886.92
OD100588,2023-11-17 02:35:42,Fashion,7365.43
OD100457,2023-11-17 07:28:23,Electronics,6535.96
OD101467,2023-11-17 13:17:38,Electronics,1996.22
OD101080,2023-11-17 13:20:03,Fashion,818.78
OD101417,2023-11-18 02:34:39,Electronics,11839.29
OD100052,2023-11-18 05:01:08,Electronics,324.46
OD100478,2023-11-18 11:45:34,Mobiles,1716.68
OD100842,2023-11-18 12:54:59,Beauty,476.29
OD101046,2023-11-18 18:55:18,Electronics,724.42
OD100648,2023-11-18 21:05:13,Mobiles,569.4
OD100704,2023-11-18 21:43:35,Fashion,4281.45
OD100663,2023-11-18 22:22:07,Fashion,842.03
OD100047,2023-11-18 23:26:55,Mobiles,7405.49
OD100369,2023-11-19 09:12:34,Home & Kitchen,666.2
OD101474,2023-11-19 10:29:39,Fashion,6116.53
OD100144,2023-11-19 19:42:32,Electronics,2249.6
OD100605,2023-11-19 22:30:12,Mobiles,299.03
OD100230,2023-11-20 11:26:56,Home & Kitchen,8191.57
OD100680,2023-11-20 22:42:04,Home & Kitchen,327.71
OD100194,2023-11-21 01:24:52,Electronics,866.95
OD101060,2023-11-21 09:02:41,Fashion,1505.4
OD100852,2023-11-21 22:31:37,Electronics,1813.42
OD101195,2023-11-22 01:08:02,Electronics,5620.01
OD101291,2023-11-22 04:25:22,Home & Kitchen,635.69
OD101050,2023-11-22 13:05:17,Mobiles,863.91
OD100681,2023-11-22 19:34:10,Home & Kitchen,3339.96
OD101352,2023-11-22 19:47:22,Home & Kitchen,19607.82
OD100163,2023-11-22 21:31:14,Mobiles,13026.6
OD101026,2023-11-23 02:04:22,Home & Kitchen,2489.95
OD100211,2023-11-23 15:43:57,Mobiles,4991.78
OD100622,2023-11-24 03:25:44,Beauty,1201.18
OD100986,2023-11-24 03:59:44,Electronics,5653.57
OD101248,2023-11-24 05:35:16,Electronics,719.83
OD101478,2023-11-24 10:18:15,Electronics,7003.31
OD100172,2023-11-24 13:49:13,Fashion,2256.81
OD100358,2023-11-24 15:04:43,Home & Kitchen,1645.8
OD100435,2023-11-24 15:49:47,Mobiles,447.96
OD100863,2023-11-25 00:45:07,Electronics,1766.11
OD101023,2023-11-25 02:22:19,Mobiles,2286.5
OD100536,2023-11-25 07:01:13,Beauty,1151.3
OD100723,2023-11-25 09:10:44,Mobiles,1140.33
OD100764,2023-11-25 14:23:31,Mobiles,540.46
OD100552,2023-11-25 23:53:04,Mobiles,1409.17
OD100126,2023-11-26 01:41:43,Home & Kitchen,1832.64
OD100188,2023-11-26 02:14:08,Fashion,10205.63
OD101385,2023-11-26 21:10:31,Mobiles,4003.5
OD101104,2023-11-27 03:09:03,Mobiles,548.32
OD100724,2023-11-27 05:28:28,Beauty,1716.46
OD100882,2023-11-27 11:45:56,Electronics,3188.02
OD100066,2023-11-27 14:19:07,Fashion,1962.83
OD101211,2023-11-27 18:25:28,Mobiles,4998.64
OD100519,2023-11-27 18:59:11,Fashion,2026.35
OD101453,2023-11-28 04:25:27,Mobiles,5946.92
OD100828,2023-11-28 08:19:49,Electronics,2632.16
OD100202,2023-11-28 10:31:59,Fashion,1607.87
OD100046,2023-11-28 11:41:39,Beauty,1394.38
OD101484,2023-11-29 01:05:29,Fashion,1288.26
OD100035,2023-11-29 03:10:33,Mobiles,2613.56
OD100662,2023-11-29 06:49:39,Electronics,4412.58
OD100966,2023-11-29 12:09:21,Fashion,344.73
OD101029,2023-11-29 17:31:33,Mobiles,4360.41
OD100624,2023-11-29 22:35:57,Fashion,3416.39
OD101009,2023-11-30 13:08:36,Electronics,1464.16
OD100827,2023-11-30 16:34:44,Mobiles,3597.77
OD101372,2023-11-30 22:16:04,Fashion,1789.23
OD100629,2023-12-01 08:12:13,Mobiles,4407.7
OD100521,2023-12-01 13:24:31,Mobiles,321.7
OD101057,2023-12-01 15:47:07,Beauty,819.39
OD101359,2023-12-02 07:52:07,Mobiles,1339.35
OD100667,2023-12-02 14:58:09,Beauty,5153.2
OD100290,2023-12-03 00:04:06,Mobiles,3168.12
OD100860,2023-12-03 06:28:01,Fashion,464.37
OD100516,2023-12-03 17:38:27,Home & Kitchen,742.93
OD101415,2023-12-04 01:35:03,Mobiles,3361.53
OD100315,2023-12-04 20:18:10,Mobiles,1007.64
OD100216,2023-12-04 21:14:03,Mobiles,2084.58
OD101088,2023-12-04 23:14:12,Fashion,5582.75
OD100010,2023-12-05 02:05:11,Beauty,2698.73
OD100759,2023-12-05 07:23:04,Electronics,2612.56
OD101155,2023-12-05 12:31:58,Electronics,3128.38
OD100771,2023-12-05 16:58:46,Electronics,1021.18
OD101283,2023-12-06 06:38:47,Mobiles,1949.16
OD100786,2023-12-06 10:10:59,Fashion,2513.32
OD100312,2023-12-06 13:42:29,Mobiles,460.85
OD100779,2023-12-06 21:06:54,Mobiles,7630.13
OD101059,2023-12-06 21:31:17,Home & Kitchen,3277.1
OD100744,2023-12-07 12:40:04,Mobiles,9122.42
OD100806,2023-12-07 16:16:28,Fashion,1722.0
OD100301,2023-12-08 01:03:29,Home & Kitchen,1135.14
OD100693,2023-12-08 01:51:08,Mobiles,792.86
OD101255,2023-12-08 23:35:38,Mobiles,2471.92
OD100562,2023-12-09 00:12:15,Electronics,780.6
OD100217,2023-12-09 03:12:43,Electronics,2761.71
OD100142,2023-12-10 03:52:06,Electronics,717.52
OD100689,2023-12-10 15:42:01,Fashion,431.63
OD101391,2023-12-10 16:46:52,Home & Kitchen,470.14
OD101000,2023-12-10 18:48:34,Mobiles,491.49
OD100626,2023-12-11 23:54:44,Mobiles,800.05
OD100767,2023-12-12 05:04:40,Home & Kitchen,2912.9
OD100330,2023-12-12 08:07:03,Fashion,3203.03
OD100407,2023-12-12 08:56:15,Fashion,3974.91
OD100239,2023-12-12 14:12:54,Fashion,3671.27
OD101365,2023-12-12 23:27:03,Fashion,427.87
OD100718,2023-12-13 00:22:34,Mobiles,1315.35
OD100958,2023-12-13 10:57:03,Home & Kitchen,684.33
OD101344,2023-12-13 20:25:40,Fashion,6275.75
OD100899,2023-12-13 22:36:18,Mobiles,7379.67
OD100038,2023-12-14 07:37:51,Fashion,1509.62
OD101212,2023-12-14 10:38:04,Fashion,460.06
OD100509,2023-12-14 12:03:24,Electronics,3838.93
OD101102,2023-12-14 16:21:42,Home & Kitchen,2448.2
OD101020,2023-12-14 22:17:11,Home & Kitchen,312.32
OD100441,2023-12-15 06:20:31,Beauty,8525.49
OD100081,2023-12-16 03:26:57,Mobiles,1777.37
OD101002,2023-12-16 04:35:34,Mobiles,4370.74
OD101497,2023-12-16 05:37:46,Mobiles,381.45
OD100695,2023-12-16 08:44:14,Mobiles,2310.35
OD101430,2023-12-16 16:33:36,Electronics,541.27
OD101189,2023-12-16 16:40:27,Electronics,1394.97
OD101036,2023-12-16 18:35:23,Electronics,841.21
OD100333,2023-12-17 02:00:49,Electronics,2803.02
OD101492,2023-12-17 04:32:17,Mobiles,10151.11
OD101408,2023-12-17 11:34:10,Beauty,5702.91
OD101295,2023-12-17 18:48:57,Mobiles,2395.75
OD100543,2023-12-18 02:11:33,Mobiles,1544.84
